Datetime,close,high,low,open,volume,openinterest
2025-10-10 13:30:00+00:00,42.060001373291016,42.84000015258789,41.77000045776367,42.52000045776367,13277556,0
2025-10-10 14:00:00+00:00,42.15060043334961,42.2400016784668,41.470001220703125,42.05500030517578,5260192,0
2025-10-10 14:30:00+00:00,41.02000045776367,42.40999984741211,40.58000183105469,42.15999984741211,8596402,0
2025-10-10 15:00:00+00:00,37.72999954223633,41.04999923706055,37.52000045776367,41.01499938964844,37205216,0
2025-10-10 15:30:00+00:00,37.63999938964844,38.26499938964844,36.099998474121094,37.720001220703125,37125550,0
2025-10-10 16:00:00+00:00,37.290000915527344,37.79999923706055,37.099998474121094,37.630001068115234,13079458,0
2025-10-10 16:30:00+00:00,36.53559875488281,37.630001068115234,36.5,37.279998779296875,9592888,0
2025-10-10 17:00:00+00:00,37.2400016784668,37.287899017333984,36.02000045776367,36.529998779296875,11605972,0
2025-10-10 17:30:00+00:00,36.880001068115234,37.61000061035156,36.690799713134766,37.22999954223633,8074633,0
2025-10-10 18:00:00+00:00,36.51729965209961,37.02000045776367,36.5,36.88999938964844,5407357,0
2025-10-10 18:30:00+00:00,35.849998474121094,36.65999984741211,35.80500030517578,36.52000045776367,7782512,0
2025-10-10 19:00:00+00:00,35.329898834228516,36.32500076293945,35.220001220703125,35.849998474121094,8899726,0
2025-10-10 19:30:00+00:00,34.207801818847656,35.59000015258789,34.165000915527344,35.33000183105469,20914571,0
2025-10-13 13:30:00+00:00,38.68479919433594,38.7400016784668,37.369998931884766,38.22999954223633,34810289,0
2025-10-13 14:00:00+00:00,38.16999816894531,38.869998931884766,37.81999969482422,38.689998626708984,9144128,0
2025-10-13 14:30:00+00:00,38.1599006652832,38.72999954223633,38.0,38.16999816894531,6318882,0
2025-10-13 15:00:00+00:00,38.769901275634766,38.970001220703125,38.04999923706055,38.15999984741211,5606190,0
2025-10-13 15:30:00+00:00,39.082000732421875,39.130001068115234,38.744998931884766,38.77000045776367,3640240,0
2025-10-13 16:00:00+00:00,39.16999816894531,39.25,38.849998474121094,39.09000015258789,3990389,0
2025-10-13 16:30:00+00:00,39.4093017578125,39.470001220703125,39.11000061035156,39.16999816894531,3273633,0
2025-10-13 17:00:00+00:00,38.850101470947266,39.438201904296875,38.79999923706055,39.40999984741211,3280370,0
2025-10-13 17:30:00+00:00,39.13819885253906,39.14500045776367,38.703800201416016,38.85499954223633,2765366,0
2025-10-13 18:00:00+00:00,39.233699798583984,39.2599983215332,38.98500061035156,39.130001068115234,1721557,0
2025-10-13 18:30:00+00:00,38.970001220703125,39.33000183105469,38.900001525878906,39.244998931884766,2137099,0
2025-10-13 19:00:00+00:00,39.029998779296875,39.2400016784668,38.880001068115234,38.96500015258789,2126152,0
2025-10-13 19:30:00+00:00,39.1349983215332,39.27000045776367,38.869998931884766,39.025001525878906,7395431,0
2025-10-14 13:30:00+00:00,36.77000045776367,37.09000015258789,35.95000076293945,36.619998931884766,32259782,0
2025-10-14 14:00:00+00:00,37.84000015258789,37.97999954223633,36.470001220703125,36.7599983215332,8766743,0
2025-10-14 14:30:00+00:00,37.165000915527344,37.929901123046875,37.12269973754883,37.83000183105469,7773607,0
2025-10-14 15:00:00+00:00,37.3911018371582,37.7400016784668,37.15999984741211,37.16999816894531,4398098,0
2025-10-14 15:30:00+00:00,37.915000915527344,38.15999984741211,37.279998779296875,37.400001525878906,5550228,0
2025-10-14 16:00:00+00:00,38.490501403808594,38.560001373291016,37.65999984741211,37.91999816894531,4075847,0
2025-10-14 16:30:00+00:00,38.55500030517578,38.93000030517578,38.4900016784668,38.5,4445831,0
2025-10-14 17:00:00+00:00,38.88999938964844,39.005001068115234,38.27000045776367,38.54999923706055,4053327,0
2025-10-14 17:30:00+00:00,38.65999984741211,38.959999084472656,38.599998474121094,38.900001525878906,3155159,0
2025-10-14 18:00:00+00:00,38.58000183105469,38.70000076293945,38.38999938964844,38.650001525878906,2225286,0
2025-10-14 18:30:00+00:00,38.4900016784668,38.70000076293945,38.314998626708984,38.58000183105469,1878378,0
2025-10-14 19:00:00+00:00,38.558799743652344,38.769901275634766,38.4900016784668,38.4900016784668,2138883,0
