datetime,open,high,low,close,volume,openinterest
2025-01-08 00:00:00,30.70345896329612,30.807894225746168,30.599023700846075,30.70345896329612,5347961.538461538,0
2025-01-08 00:30:00,30.46778103175068,30.547694256903497,30.38786780659786,30.46778103175068,5347961.538461538,0
2025-01-08 01:00:00,30.54699863818225,30.597632463403574,30.496364812960923,30.54699863818225,5347961.538461538,0
2025-01-08 01:30:00,30.37238869896671,30.445035369018346,30.299742028915073,30.37238869896671,5347961.538461538,0
2025-01-08 02:00:00,30.472911791513795,30.55211765795182,30.39370592507577,30.472911791513795,5347961.538461538,0
2025-01-08 02:30:00,30.33513746445242,30.342376481133194,30.327898447771645,30.33513746445242,5347961.538461538,0
2025-01-08 03:00:00,30.34270254747139,30.394358057752164,30.291047037190616,30.34270254747139,5347961.538461538,0
2025-01-08 03:30:00,30.20017279797442,30.23971759324804,30.1606280027008,30.20017279797442,5347961.538461538,0
2025-01-08 04:00:00,30.085447425639924,30.188388149305464,29.982506701974383,30.085447425639924,5347961.538461538,0
2025-01-08 04:30:00,30.172945782165044,30.2088328589672,30.13705870536289,30.172945782165044,5347961.538461538,0
2025-01-08 05:00:00,30.13553020764029,30.185331153860268,30.085729261420312,30.13553020764029,5347961.538461538,0
2025-01-08 05:30:00,29.98830820076516,30.034399817477738,29.942216584052584,29.98830820076516,5347961.538461538,0
2025-01-08 06:00:00,29.862778851438225,29.98307037353516,29.74248732934129,29.862778851438225,5347961.538461538,0
2025-01-10 00:00:00,28.81919979194926,28.870378375863854,28.768021208034664,28.81919979194926,6568846.153846154,0
2025-01-10 00:30:00,28.799644980743903,28.811701155784643,28.787588805703162,28.799644980743903,6568846.153846154,0
2025-01-10 01:00:00,28.696397025719964,28.70479923554247,28.687994815897458,28.696397025719964,6568846.153846154,0
2025-01-10 01:30:00,28.55580196994952,28.62200966538178,28.489594274517263,28.55580196994952,6568846.153846154,0
2025-01-10 02:00:00,28.487519390251016,28.539220095221086,28.435818685280946,28.487519390251016,6568846.153846154,0
2025-01-10 02:30:00,28.259579911787423,28.456430525060394,28.06272929851445,28.259579911787423,6568846.153846154,0
2025-01-10 03:00:00,28.382296323383123,28.390951691866547,28.3736409548997,28.382296323383123,6568846.153846154,0
2025-01-10 03:30:00,28.26592514834243,28.290851384739007,28.24099891194585,28.26592514834243,6568846.153846154,0
2025-01-10 04:00:00,28.15497536236666,28.208061814578315,28.101888910155004,28.15497536236666,6568846.153846154,0
2025-01-10 04:30:00,28.173531190473287,28.221790136528952,28.125272244417623,28.173531190473287,6568846.153846154,0
2025-01-10 05:00:00,28.00087422090184,28.04248267425693,27.959265767546746,28.00087422090184,6568846.153846154,0
2025-01-10 05:30:00,27.92035547043382,27.95969310409624,27.8810178367714,27.92035547043382,6568846.153846154,0
2025-01-10 06:00:00,27.934511047125856,27.992118560316165,27.876903533935547,27.934511047125856,6568846.153846154,0
2025-01-13 00:00:00,26.312155882103372,26.356837173403786,26.26747459080296,26.312155882103372,5252800.0,0
2025-01-13 00:30:00,26.40031233278133,26.416416796844842,26.384207868717816,26.40031233278133,5252800.0,0
2025-01-13 01:00:00,26.38899913147175,26.500941146632673,26.277057116310825,26.38899913147175,5252800.0,0
2025-01-13 01:30:00,26.666241145519127,26.714807866490723,26.61767442454753,26.666241145519127,5252800.0,0
2025-01-13 02:00:00,26.810982819779614,26.88755793709684,26.734407702462388,26.810982819779614,5252800.0,0
2025-01-13 02:30:00,26.816209784043956,26.851140980377245,26.781278587710666,26.816209784043956,5252800.0,0
2025-01-13 03:00:00,27.08428618210255,27.20069810591299,26.967874258292106,27.08428618210255,5252800.0,0
2025-01-13 03:30:00,27.098574544129264,27.112541552051564,27.084607536206963,27.098574544129264,5252800.0,0
2025-01-13 04:00:00,27.260094361706496,27.318847909291172,27.20134081412182,27.260094361706496,5252800.0,0
2025-01-13 04:30:00,27.284221932076917,27.318074092036678,27.250369772117157,27.284221932076917,5252800.0,0
2025-01-13 05:00:00,27.399056308944974,27.434807369951535,27.363305247938413,27.399056308944974,5252800.0,0
2025-01-13 05:30:00,27.61443153846982,27.677322429073246,27.551540647866393,27.61443153846982,5252800.0,0
2025-01-13 06:00:00,27.69115240167633,27.71403087757141,27.66827392578125,27.69115240167633,5252800.0,0
2025-01-14 00:00:00,28.19014832296312,28.28422665479315,28.096069991133085,28.19014832296312,6135338.461538462,0
2025-01-14 00:30:00,28.184021012928675,28.25525043301107,28.11279159284628,28.184021012928675,6135338.461538462,0
2025-01-14 01:00:00,28.22048452049328,28.226274211228993,28.214694829757565,28.22048452049328,6135338.461538462,0
2025-01-14 01:30:00,28.10223365517875,28.197297989446916,28.007169320910585,28.10223365517875,6135338.461538462,0
2025-01-14 02:00:00,28.11570401838064,28.168321767664835,28.063086269096445,28.11570401838064,6135338.461538462,0
2025-01-14 02:30:00,28.23250170799508,28.325657870107406,28.139345545882755,28.23250170799508,6135338.461538462,0
2025-01-14 03:00:00,28.161456334016727,28.212543343932776,28.110369324100677,28.161456334016727,6135338.461538462,0
2025-01-14 03:30:00,28.007631505548968,28.0813931023186,27.933869908779336,28.007631505548968,6135338.461538462,0
2025-01-14 04:00:00,28.068298258984928,28.084179637433337,28.05241688053652,28.068298258984928,6135338.461538462,0
2025-01-14 04:30:00,28.02714844325167,28.0308562277489,28.02344065875444,28.02714844325167,6135338.461538462,0
2025-01-14 05:00:00,28.118401713811885,28.242338990651408,27.99446443697236,28.118401713811885,6135338.461538462,0
2025-01-14 05:30:00,28.031853914204046,28.098219613217807,27.965488215190284,28.031853914204046,6135338.461538462,0
2025-01-14 06:00:00,27.994307917557858,28.052103841707513,27.936511993408203,27.994307917557858,6135338.461538462,0
2025-01-15 00:00:00,29.388055980633382,29.456529818189185,29.31958214307758,29.388055980633382,5343176.923076923,0
2025-01-15 00:30:00,29.441746239585903,29.480538870256183,29.402953608915624,29.441746239585903,5343176.923076923,0
2025-01-15 01:00:00,29.463179752953177,29.504547922323184,29.42181158358317,29.463179752953177,5343176.923076923,0
2025-01-15 01:30:00,29.49649658041928,29.52855697439018,29.464436186448378,29.49649658041928,5343176.923076923,0
2025-01-15 02:00:00,29.65921699302645,29.765867959595724,29.55256602645718,29.65921699302645,5343176.923076923,0
2025-01-15 02:30:00,29.529692347340355,29.576575078524176,29.482809616156533,29.529692347340355,5343176.923076923,0
2025-01-15 03:00:00,29.611495669942062,29.622407209292952,29.600584130591173,29.611495669942062,5343176.923076923,0
2025-01-15 03:30:00,29.592759189305383,29.624593182658174,29.560925195952592,29.592759189305383,5343176.923076923,0
2025-01-15 04:00:00,29.62946809849404,29.64860223472517,29.61033396226291,29.62946809849404,5343176.923076923,0
2025-01-15 04:30:00,29.65758119722355,29.67261128679217,29.64255110765493,29.65758119722355,5343176.923076923,0
2025-01-15 05:00:00,29.73701141002109,29.77740248118301,29.69662033885917,29.73701141002109,5343176.923076923,0
2025-01-15 05:30:00,29.67021776775751,29.720629390926167,29.619806144588853,29.67021776775751,5343176.923076923,0
2025-01-15 06:00:00,29.71942247770436,29.744638442993164,29.694206512415555,29.71942247770436,5343176.923076923,0
2025-01-16 00:00:00,31.257717413389674,31.260717907863455,31.254716918915893,31.257717413389674,6067776.923076923,0
2025-01-16 00:30:00,30.99269100397482,31.133016310346974,30.852365697602664,30.99269100397482,6067776.923076923,0
2025-01-16 01:00:00,30.975069939977317,31.011315701778056,30.938824178176578,30.975069939977317,6067776.923076923,0
2025-01-16 01:30:00,30.687652107528056,30.889615093209137,30.485689121846974,30.687652107528056,6067776.923076923,0
2025-01-16 02:00:00,30.59223548939199,30.76791448464022,30.41655649414376,30.59223548939199,6067776.923076923,0
2025-01-16 02:30:00,30.62709311930043,30.6462138760713,30.60797236252956,30.62709311930043,6067776.923076923,0
2025-01-16 03:00:00,30.521287028500595,30.52451326750238,30.51806078949881,30.521287028500595,6067776.923076923,0
2025-01-16 03:30:00,30.340026033550295,30.40281265893346,30.27723940816713,30.340026033550295,6067776.923076923,0
2025-01-16 04:00:00,30.307096617316393,30.333081184268245,30.28111205036454,30.307096617316393,6067776.923076923,0
2025-01-16 04:30:00,30.145053268151614,30.159411441795623,30.130695094507605,30.145053268151614,6067776.923076923,0
